"Pesquisador_Responsável","Pesquisadores_Associados","Pesquisadores_Principais","Cidade","Instituições_no_Exterior","Área_do_Conhecimento","Data_de_Início","Data_de_Término"
"Edson Kiyotaka Ishizuka","Gustavo Falbo Wandalsen","Antonio Condino Neto","São Paulo","","Medicina","3/1/2019","11/30/2019"
"Douglas Martins Veronez","Idágene Aparecida Cestari","","São Paulo","","Engenharia Biomédica","3/1/2019","1/31/2020"
"Claudia Ehlers Kerber","","","Ilhabela","","Recursos Pesqueiros e Engenharia de Pesca","3/1/2019","2/28/2021"
"Clayton Quandt Dick","Amanda Pontes Rassi - Fernando Antônio Asevedo Nóbrega - Júlia Sales Paez Fernandez","Carolina Siequeroli","São Paulo","","Linguística","2/1/2019","7/31/2021"
"Boris Rotter","","","São Paulo","","Ciência da Computação","2/1/2019","11/30/2019"
"Marina Landim e Alvarenga","","Danielle Jaqueta Barberini, Fernanda da Cruz Landim","Botucatu","","Medicina Veterinária","2/1/2019","7/31/2021"
"Andrezza de Cássia Prestes","","Bernadette Dora Gombossy de Melo Franco, Susana Marta Isay Saad","Campinas","","Ciência e Tecnologia de Alimentos","2/1/2019","12/31/2019"
"Ângelo Massatoshi Ebesui","","","São Paulo","","Engenharia Elétrica","2/1/2019","10/31/2019"
"André Abrami","Filipe dos Santos Minutti","Rodrigo Tamiazzo do Nascimento","São Paulo","","Engenharia Elétrica","2/1/2019","4/30/2021"
"Marcos Cesar Weiss","","","São Paulo","","Administração","2/1/2019","1/31/2021"
"Francisco Emiliano Sampaio","Ian Correia Sampaio","Flavia Lacerda Gil da Rocha, Marina Lima Medeiros","São José dos Campos","","Arquitetura e Urbanismo","2/1/2019","10/31/2019"
"Pietro Teruya Domingues","Alessandra Soubhia Gil Maldonado - Eduardo de Senzi Zancul - Flávia Helena da Silva","Lincoln Makoto Kawakami","São Paulo","","Engenharia Biomédica","2/1/2019","12/31/2019"
"Thiago Alberto Cabral da Cruz","Fernando Campos Mendonca - Patricia Angélica Alves Marques","","São Carlos","","Engenharia Agrícola","2/1/2019","1/31/2022"
"Guilherme Agreli","","","São José do Rio Preto","","Engenharia Biomédica","2/1/2019","10/31/2019"
"Henrique Coutinho Junqueira Franco","","Guilherme Martineli Sanches","Campinas","","Agronomia","2/1/2019","1/31/2021"
"Saionara Vilhegas Costa","","","Campinas","","Engenharia de Materiais e Metalúrgica","2/1/2019","10/31/2019"
"Philipe dos Santos","Julian Martínez - Juliane Viganó - Wagner Soares Ramos","Marcio Lopes","Campinas","","Farmácia","2/1/2019","3/31/2021"
"Luís Carlos Lorenzo Acácio","","Rogério Guerra Borin","São Paulo","","Engenharia Elétrica","2/1/2019","11/30/2019"
"Guilherme Orelli Paiva","","","Campinas","","","2/1/2019","5/31/2021"
"Adelita Carolina Santiago","","Flavio Henrique da Silva, Marília Afonso Rabelo Buzalaf","Bauru","","Odontologia","2/1/2019","10/31/2019"
"Paula Regina Fortes","","","Campinas","","Química","2/1/2019","2/28/2021"
"Elaine Priscila de Andrade Garcia","","","Campinas","","Agronomia","2/1/2019","10/31/2019"
"Matheus Barros Manini","","Fabricio Puente Mansilla","São Paulo","","Engenharia Elétrica","2/1/2019","4/30/2021"
"Renato Teixeira Vargas","Marcílio Alves - Marco Lucio Bittencourt","","Santana de Parnaíba","","Engenharia Mecânica","2/1/2019","10/31/2019"
"Valmir Fleischmann","","","São Caetano do Sul","","Engenharia Mecânica","2/1/2019","1/31/2020"
"Thiago Hideyuki Kobe Ohe","","","São José do Rio Preto","","Ciência e Tecnologia de Alimentos","2/1/2019","10/31/2019"
"Bianca Rebelo Lopes Simões","Edson Luiz Lopes Baldin - Moacir Rossi Forim","","São Paulo","","Agronomia","2/1/2019","10/31/2019"
"Mona das Neves Oliveira","","","Cotia","","","2/1/2019","12/31/2019"
"Daniel Ibraim Pires Atala","","Edgar Leonardo Martinez Arias, Pedro Henrique Rodrigues Zanello","Campinas","","Engenharia Química","2/1/2019","1/31/2020"
"Gustavo Ribeiro Palma do Nascimento","","","São Carlos","","Desenho Industrial","2/1/2019","10/31/2019"
"Diogo Garcia Cunha","","","São José do Rio Preto","","Engenharia Elétrica","2/1/2019","10/31/2019"
"Cristiane Cipolla Fasanella Andreote","Fernando Dini Andreote","","Piracicaba","","Microbiologia","2/1/2019","10/31/2019"
"Nelson Guimarães Filho","José Maia Neto - Joslaine Noely dos Santos Goncalves Cyrillo - Lenira El Faro Zadra - Márcia Saladini Vieira Salles - Maria Lucia Pereira Lima","Wigberto Antonio Spagnol","Campinas","","Zootecnia","2/1/2019","12/31/2019"
"Ivan Correr","","","Santa Bárbara D'Oeste","","Engenharia Mecânica","2/1/2019","10/31/2019"
"Lara Tavares dos Santos","","","São Caetano do Sul","","Engenharia de Materiais e Metalúrgica","2/1/2019","10/31/2019"
"Fernando Antonio Torres Velloso da Silva Neto","Douglas Fernandes Barbin - Elza Iouko Ida - Sylvio Barbon Junior","","São Paulo","","Ciência da Computação","2/1/2019","10/31/2019"
"Filipe Figueredo Silva","Hermann Arthur Flor","","Campinas","","","1/1/2019","9/30/2019"
"Antonio Carlos Alvarez Fasano","Carlos Eduardo Podesta - Cristiano Nascimento Alves - Eduardo Gavira Bonani - Jabes Dias Sena - Marcello Vertamatti Mergulhão - Ricardo Luiz Ciuccio","Maurício David Martins das Neves","São Paulo","","Engenharia Mecânica","1/1/2019","9/30/2019"
"Carlos Eduardo Souto de Oliveira","Daniel Ferreira Araújo - Dominik Jakob Weiss - Marly Babinski - Veridiana Teixeira de Souza Martins","","Osasco","","Química","1/1/2019","9/30/2019"
"Luana Raposo de Melo Moraes Aps","Bruna Felício Milazzotto Maldonado Porchia Ribeiro - Luis Carlos de Souza Ferreira","","São Paulo","","Microbiologia","12/1/2018","1/31/2021"
"Fernando Takashi Kanemoto","Flávia Marisa Prado Saldanha-Corrêa","Naira Juliana da Silva Kanemoto","São Paulo","","Recursos Pesqueiros e Engenharia de Pesca","12/1/2018","8/31/2019"
"Luiz Henrique Chorfi Berton","Carlos Augusto Colombo - Cássia Regina Limonta Carvalho - Joaquim Adelino de Azevedo Filho","","Serra Negra","","Agronomia","12/1/2018","8/31/2019"
"Camila Cavalheiro Hamdan","Carlos Corrêa Praude","","São Paulo","","Artes","12/1/2018","12/31/2019"
"Daniel Robert Arnold","Flavia Lombardi Lopes","","Araçatuba","","Zootecnia","12/1/2018","8/31/2019"
"Osmar Vaz de Carvalho Netto","Gabriel Galembeck - Gleidson Silva Teixeira","","Campinas","","Genética","12/1/2018","8/31/2019"
"Sandra Aparecida Silva Biasi Janostiac","Leandro Yukio Mano Alves","","São Paulo","","Ciência da Computação","12/1/2018","8/31/2019"
"Renan Schiavolin Recio","Diego dos Santos Vega Senise","","São Paulo","","","12/1/2018","8/31/2019"
"Rossana Luiza Leite Venturieri","Renata Guimarães Moreira Whitton","","São Paulo","","Recursos Pesqueiros e Engenharia de Pesca","12/1/2018","11/30/2019"
"Amanda Bernardes Muniz","Larissa Consani Textor - Maria Amélia Villela Oliva Dotta - Naiara Utimura Torres","","São Carlos","","Bioquímica","12/1/2018","1/31/2021"
"Bronislaw Polakiewicz","Janaina Aline Galvao Barros","","São José do Rio Preto","","","12/1/2018","8/31/2019"
"João Paulo da Silva Scaramal","","","Campinas","","Química","12/1/2018","11/30/2020"
"Fernando Galembeck","","Leandra Pereira dos Santos, Pompeu Pereira de Abreu Filho","Campinas","","Química","12/1/2018","6/30/2021"
"Ranilson Angelo da Silva","Marcelo Ornaghi Orlandi - Pedro Henrique Suman","","Araraquara","","Engenharia de Materiais e Metalúrgica","12/1/2018","8/31/2019"
"Carlos Leonardo Herrera Munoz","Edgar Rodolfo Rondán Sanabria - Walter Americo Arellano Espinoza","","São Paulo","","Engenharia Civil","12/1/2018","8/31/2019"
"Sonia Elisabete Alves de Lima Will","Adilson Kleber Ferreira - Ricardo Alexandre de Azevedo - Sonia Elisabete Alves de Lima Will","","Santana de Parnaíba","","Medicina Veterinária","12/1/2018","8/31/2019"
"Daiene Souza Santos","Welington Luiz de Araújo","","Mogi das Cruzes","","Microbiologia","11/1/2018","4/30/2021"
"Rodolfo Cesar Augusto","Eduardo Tavares Costa - Francisco Ubaldo Vieira Junior - Gustavo Ferreira Cardoso de Sá - Ricardo Fialho Colares","","Campinas","","Ciência da Computação","11/1/2018","10/31/2020"
"Matheus Suenson Cardoso","DUNIESKYS ROBERTO GONZALEZ LARRUDE - Gustavo Gimenez Parra - Lúcia Akemi Miyazato Saito","","São Paulo","","Engenharia Mecânica","11/1/2018","7/31/2019"
"Paulo Ricardo Marques de Araujo","Arthur Doria Meneses de Freitas - Romulo Gonçalves Lins","","São Paulo","","Engenharia Elétrica","11/1/2018","7/31/2019"
"Mário Sandro Francisco da Rocha","Anderson Alves de Oliveira","","Diadema","","Engenharia Elétrica","11/1/2018","4/30/2021"
"Cristina Vaz Avelar de Carvalho","","","São Vicente","","Recursos Pesqueiros e Engenharia de Pesca","11/1/2018","7/31/2019"
"Vinicius Rafael Neris dos Santos","","Marcelo Farias Caetano, Marcelo Martinatti","São Paulo","","Botânica","11/1/2018","7/31/2019"
"Marcio Hiroyuki Kurogi","","","São Carlos","","Engenharia Mecânica","11/1/2018","10/31/2020"
"Henrique Lemos de Faria","","Arthur Roza Augusto, Pedro Campos Assunção, Saint Clair Henrique Nunes","São José dos Campos","","Engenharia Elétrica","11/1/2018","4/30/2021"
"Jorge Carlos Valverde Rebaza","Alan Demétrius Baria Valejo - Luis Valverde Rebaza - Oscar Alonso Cuadros Linares - Paul Augusto Bustios Belizario - Vinícius Ferreira da Silva","","São Carlos","","Ciência da Computação","11/1/2018","7/31/2019"
"Adriano de Vasconcellos","Jose Geraldo Nery","Alex Silva Paula","São José do Rio Preto","","Engenharia Química","11/1/2018","4/30/2021"
"Bauer Rodarte de Figueredo Rachid","Camillo Segreto Barillari - Eduardo Siegle - Moyses Gonsalez Tessler - Ricardo de Camargo - Sebastian Krieger","","São Paulo","","Oceanografia","11/1/2018","10/31/2021"
"Marcio Kobayashi","Bruno Perlatti - Fábio Finocchio - Mirella Cristina Fares","","São Carlos","","Engenharia de Materiais e Metalúrgica","11/1/2018","10/31/2020"
"Luis Augusto Ferreira Rossa","Maria Cecilia Maia Chierotti","","Monte Aprazível","","Biofísica","11/1/2018","7/31/2021"
"Luiz Gustavo Pagotto Simões","","","São Carlos","","Engenharia de Materiais e Metalúrgica","11/1/2018","4/30/2021"
"Júlio César Santos Pereira","","Alexandro Santa Rosa, Fabio Santos Pereira, Juliana Aparecida Ramos","Campinas","","Engenharia de Produção","11/1/2018","1/31/2021"
"Maria Lucia Cocato","Jorge Eduardo de Souza Sarkis - Messias Alves da Trindade Neto","","São Paulo","","Zootecnia","11/1/2018","7/31/2019"
